station	Var	Year	Month	Day	Value	Test
BN000065306	Tx	2001	4	18	29.6	climatic_outliers
BN000065306	Tx	2001	4	29	30.2	climatic_outliers
BN000065306	Tx	2002	4	13	31.5	climatic_outliers
BN000065306	Tx	2003	3	23	32.6	climatic_outliers
BN000065306	Tx	2004	3	6	29.7	climatic_outliers
BN000065306	Tx	2004	3	7	32.5	climatic_outliers
BN000065306	Tx	2007	4	7	31.1	climatic_outliers
BN000065306	Tx	2009	4	13	31.4	climatic_outliers
BN000065306	Tx	2014	4	29	31.4	climatic_outliers
