time,lon,lat,ETP
2021-12-17,13.4,9.3,2.872
2021-12-18,11.52,3.87,3.81
2021-12-18,13.4,9.3,2.79
2021-12-19,11.52,3.87,4.072
2021-12-19,13.4,9.3,2.864
2021-12-20,11.52,3.87,4.213
2021-12-20,13.4,9.3,2.903
2021-12-21,11.52,3.87,4.3180000000000005
2021-12-21,13.4,9.3,2.994
2021-12-22,11.52,3.87,4.097
2021-12-22,13.4,9.3,2.984
2021-12-23,11.52,3.87,3.789
2021-12-23,13.4,9.3,2.891
2021-12-24,11.52,3.87,3.708
2021-12-24,13.4,9.3,3.0140000000000002
2021-12-25,11.52,3.87,3.235
2021-12-25,13.4,9.3,3.053
2021-12-26,11.52,3.87,3.432
2021-12-26,13.4,9.3,3.093
2021-12-27,11.52,3.87,2.482
2021-12-27,13.4,9.3,3.086
2021-12-28,11.52,3.87,1.903
2021-12-28,13.4,9.3,3.1510000000000002
2021-12-29,11.52,3.87,3.158
2021-12-29,13.4,9.3,2.858
2021-12-30,11.52,3.87,3.7640000000000002
2021-12-30,13.4,9.3,3.089
2021-12-31,11.52,3.87,2.739
2021-12-31,13.4,9.3,3.129
